Марка,Модель,Год выпуска,Двигатель,Мощность,КПП,Привод,Цвет,Пробег,Руль,Поколение,Комплектация,Цена
Лада,2110,2004,"бензин, 1.5 л","78 л.с., налог",механика,передний,серебристый,100 000,0,1 поколение,1.5i MT 21102,85000
Лада,2107,2003,"бензин, 1.6 л","74 л.с., налог",механика,задний,синий,52 500,0,1 поколение,1.6 MT 21074-30-011,35000
Лада,2113 Самара,2012,"бензин, 1.6 л","81 л.с., налог",механика,передний,0,99 550,левый,1 поколение,0,140000
Лада,2109,1996,"бензин, 1.5 л","70 л.с., налог",механика,передний,белый,77 777,левый,"1 поколение, рестайлинг",1.5 MT Стандарт,40000
Лада,2110,2006,"бензин, 1.6 л","89 л.с., налог",механика,передний,серебристый,190 000,0,1 поколение,1.6i MT 21104,90000
Лада,2115 Самара,2011,"бензин, 1.6 л","81 л.с., налог",механика,передний,белый,110 000,левый,1 поколение,1.6 MT 21154-22-010,100000
Лада,2110,1998,"бензин, 1.5 л","70 л.с., налог",механика,передний,зеленый,166 000,0,1 поколение,1.5 MT 2110,95000
Лада,Приора,2012,"бензин, 1.6 л, ГБО","98 л.с., налог",механика,передний,серый,140 000,левый,1 поколение,1.6 MT Люкс 21723-23-041,310000
Лада,2107,2006,"бензин, 1.6 л",0,механика,задний,бордовый,10 000,0,1 поколение,0,183000
Лада,4x4 2121 Нива,1997,"бензин, 1.7 л","79 л.с., налог",механика,4WD,красный,120 000,левый,1 поколение,1.7 MT,105000
Лада,2107,2003,"бензин, 1.7 л","79 л.с., налог",механика,задний,белый,185 000,0,1 поколение,1.7 MT 2107,69000
Лада,2107,2007,"бензин, 1.6 л","74 л.с., налог",механика,задний,зеленый,131 493,0,1 поколение,0,52000
Лада,2105,2007,"бензин, 1.5 л","71 л.с., налог",механика,задний,зеленый,97 000,0,1 поколение,1.5 MT5 21053-20,95000
Лада,4x4 2121 Нива,2011,"бензин, 1.7 л","80 л.с., налог",механика,4WD,зеленый,40 000,левый,1 поколение,0,480000
Лада,Приора,2012,"бензин, 1.6 л","87 л.с., налог",механика,передний,серебристый,65 000,левый,1 поколение,1.6 МТ Стандарт 21702-20-040,280000
Лада,4x4 2121 Нива,1989,0,0,0,0,зеленый,120 000,левый,1 поколение,0,70000
Лада,Веста,2019,"бензин, 1.6 л","106 л.с., налог",механика,передний,белый,46 350,левый,1 поколение,0,915000
Лада,Гранта,2021,"бензин, 1.6 л","90 л.с., налог",механика,передний,белый,9 500,левый,"1 поколение, рестайлинг",0,829000
Лада,Веста,2018,"бензин, 1.6 л","106 л.с., налог",робот,передний,серебристый,51 900,левый,1 поколение,1.6 AMT Comfort + пакет Multimedia,755000
Лада,2110,2000,"бензин, 1.5 л","78 л.с., налог",механика,передний,фиолетовый,221 085,0,1 поколение,1.5i MT 21102,65000
Лада,2112,2002,"бензин, 1.5 л","91 л.с., налог",механика,передний,серый,197 000,левый,1 поколение,1.5 MT Базовая 5-дв. 2112,60000
Лада,2109,1996,"бензин, 1.5 л","70 л.с., налог",механика,передний,0,12 231,левый,"1 поколение, рестайлинг",0,125000
Лада,2109,1997,"бензин, 1.5 л","70 л.с., налог",механика,передний,фиолетовый,197 000,левый,"1 поколение, рестайлинг",1.5 MT Люкс,59000
Лада,2110,2005,"бензин, 1.6 л","80 л.с., налог",механика,передний,бордовый,290 000,0,1 поколение,1.6i MT 21101,120000
Лада,2107,2005,"бензин, 1.6 л","74 л.с., налог",механика,задний,синий,40 500,0,1 поколение,0,55000
Лада,2107,2004,"бензин, 1.6 л","74 л.с., налог",механика,задний,зеленый,88 000,0,1 поколение,0,80000
Лада,2101,1976,"бензин, 1.3 л","64 л.с., налог",механика,задний,красный,70 000,левый,1 поколение,1.3 MT 21011,104999
Лада,Веста,2020,"бензин, 1.6 л","106 л.с., налог",механика,передний,коричневый,60 000,левый,1 поколение,0,520000
Лада,21099,1996,"бензин, 1.5 л","70 л.с., налог",механика,передний,синий,500 000,левый,1 поколение,0,40000
Лада,Гранта,2014,"бензин, 1.6 л","98 л.с., налог",АКПП,передний,белый,61 045,левый,1 поколение,1.6 AT Люкс,485000
Лада,2109,2002,"бензин, 1.5 л","78 л.с., налог",механика,передний,серебристый,150 000,левый,"1 поколение, рестайлинг",1.5i MT Люкс,80000
Лада,2114 Самара,2011,"бензин, 1.6 л","81 л.с., налог",механика,передний,серебристый,144 000,левый,1 поколение,0,207000
Лада,2109,1996,"бензин, 1.5 л","78 л.с., налог",механика,передний,голубой,150 000,левый,"1 поколение, рестайлинг",1.5i MT Стандарт,65000
Лада,2115 Самара,2010,"бензин, 1.6 л","81 л.с., налог",механика,передний,серебристый,172 000,левый,1 поколение,1.6 MT 21154-20-010,155000
Лада,2114 Самара,2006,"бензин, 1.5 л","77 л.с., налог",механика,передний,черный,239 687,левый,1 поколение,1.5 MT Базовая,80000
Лада,2109,2001,"бензин, 1.5 л","69 л.с., налог",механика,передний,серебристый,288 091,левый,"1 поколение, рестайлинг",0,70000
Лада,Веста Кросс,2020,"бензин, 1.6 л","113 л.с., налог",вариатор,передний,белый,20 000,левый,1 поколение,1.6 CVT Luxe + пакет Multimedia,1250000
Лада,2114 Самара,2007,"бензин, 1.6 л","81 л.с., налог",механика,передний,серебристый,202 882,левый,1 поколение,1.6 MT 21144-20-010,115000
Лада,2112,2004,"бензин, 1.5 л","91 л.с., налог",механика,передний,серый,100 000,левый,1 поколение,1.5 MT Базовая 5-дв. 2112,130000
Лада,2107,2004,"бензин, 1.6 л","74 л.с., налог",механика,задний,белый,18 000,0,1 поколение,0,150000
Лада,2105,2008,"бензин, 1.6 л","72 л.с., налог",механика,задний,белый,100 000,0,1 поколение,1.6 MT 21054-30,39000
Лада,Веста Кросс,2020,"бензин, 1.8 л","122 л.с., налог",механика,передний,синий,52 000,левый,1 поколение,0,1300000
Лада,Ларгус,2018,"бензин, 1.6 л","87 л.с., налог",механика,передний,белый,74 500,левый,1 поколение,0,815000
Лада,2104,1995,"бензин, 1.5 л","71 л.с., налог",механика,задний,бежевый,58 200,левый,1 поколение,0,55000
Лада,4x4 2131 Нива,2004,"бензин, 1.7 л","79 л.с., налог",механика,4WD,зеленый,145 623,левый,1 поколение,1.7 MT Стандарт-2131,185000
Лада,Веста Кросс,2018,"бензин, 1.8 л, ГБО","122 л.с., налог",робот,передний,красный,70 300,левый,1 поколение,1.8 AMT Luxe,890000
Лада,2114 Самара,2009,"бензин, 1.6 л","81 л.с., налог",механика,передний,черный,129 647,левый,1 поколение,1.6 MT 21144-20-010,270000
Лада,Гранта,2015,"бензин, 1.6 л","87 л.с., налог",механика,передний,белый,129 000,левый,1 поколение,1.6 MT Норма,500000
Лада,4x4 2121 Нива,2000,"бензин, 1.7 л","79 л.с., налог",механика,4WD,бордовый,57 396,левый,1 поколение,0,250000
Лада,2114 Самара,2011,"бензин, 1.6 л","81 л.с., налог",механика,передний,зеленый,117 300,левый,1 поколение,1.6 MT 21144-32-010,249000
Лада,2112,2003,"бензин, 1.5 л","91 л.с., налог",механика,передний,зеленый,224 000,левый,1 поколение,1.5 MT Базовая 5-дв. 2112,45000
Лада,Калина,2010,"бензин, 1.6 л","80 л.с., налог",механика,передний,белый,35 000,0,1 поколение,1.6 MT Норма 11193-30-040,349000
Лада,2106,1992,"бензин, 1.3 л","64 л.с., налог",механика,задний,фиолетовый,52 000,левый,1 поколение,1.3 MT 21063,50000
Лада,2106,1987,"бензин, 1.3 л","64 л.с., налог",механика,задний,зеленый,56 000,левый,1 поколение,1.3 MT 21063,150000
Лада,Веста Кросс,2021,"бензин, 1.6 л","106 л.с., налог",механика,передний,синий,14 300,левый,1 поколение,1.6 MT Comfort + Winter EnjoY,1250000
Лада,2111,2004,"бензин, 1.5 л","91 л.с., налог",механика,передний,серебристый,286 000,левый,1 поколение,1.5i MT Стандарт,160000
Лада,2107,2001,"бензин, 1.6 л","74 л.с., налог",механика,задний,бордовый,240 000,0,1 поколение,1.6 MT 21074-30-012 Стандарт,42000
Лада,2107,2003,"бензин, 1.5 л","71 л.с., налог",механика,задний,белый,96 456,0,1 поколение,1.5 MT5 2107 ,80000
Лада,2104,2011,"бензин, 1.6 л","74 л.с., налог",механика,задний,синий,85 000,левый,1 поколение,1.6 MT 21041,179000
Лада,Приора,2011,"бензин, 1.6 л, ГБО","98 л.с., налог",механика,передний,черный,293 000,левый,1 поколение,0,200000
Лада,2115 Самара,2002,0,0,0,0,серебристый,100 000,левый,1 поколение,0,100000
Лада,2109,2002,"бензин, 1.5 л","78 л.с., налог",механика,передний,серебристый,333 333,левый,"1 поколение, рестайлинг",0,60000
Лада,2114 Самара,2008,"бензин, 1.6 л","80 л.с., налог",механика,передний,серебристый,150 000,левый,1 поколение,1.6 MT 21144-20-010,120000
Лада,2114 Самара,2012,"бензин, 1.6 л","81 л.с., налог",механика,передний,серый,113 000,левый,1 поколение,1.6 MT 21144-42-010,220000
Лада,2106,1998,"бензин, 1.5 л","72 л.с., налог",механика,задний,зеленый,397 780,левый,1 поколение,1.5 MT 21065-01,35000
Лада,2114 Самара,2010,"бензин, 1.6 л","81 л.с., налог",механика,передний,белый,220 000,левый,1 поколение,1.6 MT 21144-20-010,195000
Лада,21099,1999,"бензин, 1.5 л","70 л.с., налог",механика,передний,фиолетовый,294 895,левый,1 поколение,0,70000
Лада,Калина,2012,"бензин, 1.6 л","81 л.с., налог",механика,передний,серебристый,154 000,0,1 поколение,1.6 MT Норма 11173-40-040,275000
Лада,2101,1980,"бензин, 1.2 л","59 л.с., налог",механика,задний,бордовый,100 000,левый,1 поколение,1.2 MT 21013,40000
Лада,2105,2010,"бензин, 1.6 л","72 л.с., налог",механика,задний,серебристый,33,0,1 поколение,1.6 MT 21054-30,130000
Лада,4x4 2121 Нива,1994,"бензин, 1.6 л","80 л.с., налог",механика,4WD,белый,50,левый,1 поколение,0,160000
Лада,2114 Самара,2005,"бензин, 1.5 л","77 л.с., налог",механика,передний,белый,200 000,левый,1 поколение,1.5 MT Базовая,130000
Лада,2107,1992,"бензин, 1.5 л","71 л.с., налог",механика,задний,0,70 000,0,1 поколение,0,40000
Лада,Приора,2008,"бензин, 1.6 л","98 л.с., налог",механика,передний,зеленый,163 000,левый,1 поколение,1.6 MT Норма 21703-01-010,190000
Лада,2115 Самара,2009,"бензин, 1.6 л","81 л.с., налог",механика,передний,черный,300 000,левый,1 поколение,0,100000
Лада,Калина,2012,"бензин, 1.6 л","82 л.с., налог",механика,передний,серебристый,190 000,0,1 поколение,0,230000
Лада,4x4 2121 Нива,1985,"бензин, 1.6 л","80 л.с., налог",механика,4WD,красный,5 844,левый,1 поколение,0,30000
Лада,2115 Самара,2002,"бензин, 1.5 л","76 л.с., налог",механика,передний,серебристый,251 488,левый,1 поколение,1.5i MT Базовая,70000
Лада,4x4 2121 Нива,2013,"бензин, 1.7 л","83 л.с., налог",механика,4WD,синий,117 000,левый,1 поколение,1.7 MT Стандарт + ABS+BAS,335000
Лада,2114 Самара,2006,"бензин, 1.5 л","77 л.с., налог",механика,передний,серебристый,229 000,левый,1 поколение,1.5 MT Базовая,135000
Лада,2107,1995,"бензин, 1.6 л","75 л.с., налог",механика,задний,зеленый,120 000,0,1 поколение,1.6 MT 21074,45000
Лада,2112,2008,"бензин, 1.6 л","89 л.с., налог",механика,передний,черный,230 000,левый,1 поколение,1.6 MT Базовая 5-дв. 21124,145000
Лада,2114 Самара,2012,"бензин, 1.6 л","81 л.с., налог",механика,передний,серебристый,161 000,левый,1 поколение,1.6 MT 21144-30-010,160000
Лада,Приора,2012,"бензин, 1.6 л","98 л.с., налог",механика,передний,зеленый,150 000,левый,1 поколение,1.6 MT Норма 21723-01-041,315000
Лада,2110,2000,"бензин, 1.5 л","71 л.с., налог",механика,передний,красный,159 207,0,1 поколение,1.5 MT 2110,70000
Лада,Калина,2011,"бензин, 1.6 л","84 л.с., налог",механика,передний,серебристый,86 000,0,1 поколение,1.6 MT Норма 11173-40-060,275000
Лада,2115 Самара,2004,"бензин, 1.5 л","76 л.с., налог",механика,передний,серебристый,208 000,левый,1 поколение,1.5i MT Базовая,70000
Лада,2107,2002,"бензин, 1.6 л","76 л.с., налог",механика,задний,белый,70 000,0,1 поколение,1.6 MT 21074,159000
Лада,2107,2008,"бензин, 1.6 л","72 л.с., налог",механика,задний,зеленый,38 000,0,1 поколение,0,50000
Лада,Калина,2012,"бензин, 1.6 л","81 л.с., налог",механика,передний,серебристый,101 000,0,1 поколение,0,285000
Лада,Приора,2011,"бензин, 1.6 л","98 л.с., налог",механика,передний,серый,136 000,левый,1 поколение,1.6 MT Норма 21713-01-041,340000
Лада,Приора,2012,"бензин, 1.6 л","98 л.с., налог",механика,передний,синий,106 000,левый,1 поколение,1.6 MT Люкс 21713-23-041,380000
Лада,2107,2011,"бензин, 1.6 л","74 л.с., налог",механика,задний,серебристый,100 000,0,1 поколение,1.6 MT 21074-30-015 Стандарт,125000
Лада,Гранта,2015,"бензин, 1.6 л","87 л.с., налог",механика,передний,серебристый,84 000,левый,1 поколение,1.6 MT Норма Классик,340000
Лада,Гранта,2012,"бензин, 1.6 л","82 л.с., налог",механика,передний,серебристый,39 000,левый,1 поколение,1.6 MT Стандарт,300000
Лада,2112,2005,"бензин, 1.6 л, ГБО","89 л.с., налог",механика,передний,зеленый,240 000,левый,1 поколение,1.6 MT Базовая 5-дв. 21124,100000
Лада,Веста,2018,"бензин, 1.6 л","106 л.с., налог",механика,передний,белый,40 000,левый,1 поколение,1.6 MT Comfort + пакет Image,790000
Лада,4x4 2131 Нива,2015,"бензин, 1.7 л","83 л.с., налог",механика,4WD,серебристый,115 000,левый,1 поколение,1.7 MT Стандарт,455000
Лада,2108,1996,"бензин, 1.5 л","70 л.с., налог",механика,передний,красный,43 000,левый,"1 поколение, рестайлинг",1.5 MT 21083-01 Норма,42000
Лада,2114 Самара,2004,"бензин, 1.5 л","77 л.с., налог",механика,передний,бордовый,216 000,левый,1 поколение,1.5 MT Базовая,105000
Лада,4x4 Урбан,2018,"бензин, 1.7 л","83 л.с., налог",механика,4WD,белый,48 000,левый,1 поколение,1.7 MT Luxe 3 дв.,820000
Лада,4x4 2121 Нива,2003,"бензин, 1.7 л","79 л.с., налог",механика,4WD,0,355 000,левый,1 поколение,0,180000
Лада,Веста,2021,"бензин, 1.6 л","113 л.с., налог",вариатор,передний,серый,8 524,левый,1 поколение,0,1149000
Лада,21099,1997,"бензин, 1.5 л","70 л.с., налог",механика,передний,белый,183 000,левый,1 поколение,1.5 MT 21099-00 Стандарт,55000
Лада,2110,2001,"бензин, 1.5 л","71 л.с., налог",механика,передний,синий,260 000,0,1 поколение,1.5 MT 2110,80000
Лада,21099,1999,"бензин, 1.5 л","70 л.с., налог",механика,передний,зеленый,25 000,левый,1 поколение,1.5 MT 21099-00 Стандарт,60000
Лада,Гранта,2020,"бензин, 1.6 л","87 л.с., налог",механика,передний,серый,15 800,левый,"1 поколение, рестайлинг",0,590000
Лада,2113 Самара,2008,"бензин, 1.6 л","80 л.с., налог",механика,передний,голубой,170 000,левый,1 поколение,1.6 MT 21134-22-010,125000
Лада,2108,1995,"бензин, 1.5 л","70 л.с., налог",механика,передний,бордовый,3 000,левый,"1 поколение, рестайлинг",0,65000
Лада,Гранта,2020,"бензин, 1.6 л","87 л.с., налог",механика,передний,белый,45 600,левый,"1 поколение, рестайлинг",0,430000
Лада,2114 Самара,2005,"бензин, 1.5 л","77 л.с., налог",механика,передний,синий,145 000,левый,1 поколение,1.5 MT Базовая,120000
Лада,2107,2011,"бензин, 1.6 л","74 л.с., налог",механика,задний,белый,60 000,0,1 поколение,1.6 MT 21074-40-015 Стандарт,120000
Лада,4x4 2121 Нива,1989,"бензин, 1.6 л","80 л.с., налог",механика,4WD,красный,90 000,левый,1 поколение,1.6 MT,170000
Лада,Нива Пикап,2002,"бензин, 1.7 л","76 л.с., налог",механика,4WD,0,143 000,левый,1 поколение,0,175000
Лада,Приора,2018,"бензин, 1.6 л","87 л.с., налог",механика,передний,коричневый,78 000,левый,"1 поколение, рестайлинг",1.6 MT Стандарт 21702-40-050,450000
Лада,Х-рей Кросс,2021,"бензин, 1.6 л","112 л.с., налог",автомат,передний,серый,6 000,левый,1 поколение,0,1400000
Лада,2110,2002,"бензин, 1.5 л","78 л.с., налог",механика,передний,зеленый,268 000,0,1 поколение,1.5i MT 21102,120000
Лада,2104,2010,"бензин, 1.6 л","74 л.с., налог",механика,задний,синий,87 448,левый,1 поколение,1.6 MT 21041,170000
Лада,Гранта,2014,"бензин, 1.6 л","87 л.с., налог",механика,передний,серебристый,115 000,левый,1 поколение,1.6 MT Норма,330000
Лада,Веста,2016,"бензин, 1.6 л","106 л.с., налог",робот,передний,красный,109 000,левый,1 поколение,1.6 AMT Comfort,700000
Лада,Калина,2008,"бензин, 1.6 л, ГБО","81 л.с., налог",механика,передний,синий,109 000,0,1 поколение,1.6 MT 11183-31-040 Норма,280000
Лада,Гранта,2012,"бензин, 1.6 л","82 л.с., налог",механика,передний,бордовый,30 000,левый,1 поколение,1.6 MT Стандарт,370000
Лада,2115 Самара,2011,"бензин, 1.6 л","81 л.с., налог",механика,передний,белый,116 000,левый,1 поколение,1.6 MT 21154-32-010,175000
Лада,Гранта,2020,"бензин, 1.6 л","87 л.с., налог",механика,передний,серый,33 000,левый,"1 поколение, рестайлинг",1.6 MT Comfort,680000
Лада,Гранта,2015,"бензин, 1.6 л","87 л.с., налог",механика,передний,зеленый,87,левый,1 поколение,0,380000
Лада,Приора,2008,"бензин, 1.6 л","98 л.с., налог",механика,передний,серебристый,240 000,левый,1 поколение,0,160000
Лада,Веста Кросс,2019,"бензин, 1.6 л","106 л.с., налог",механика,передний,серебристый,49 000,левый,1 поколение,1.6 MT Luxe + пакет Multimedia,899000
Лада,21099,1995,"бензин, 1.5 л","70 л.с., налог",механика,передний,серебристый,222 000,левый,1 поколение,1.5 MT 210992-01 Норма,70000
Лада,Гранта,2013,"бензин, 1.6 л","98 л.с., налог",АКПП,передний,черный,130 000,левый,1 поколение,1.6 AT Люкс,474000
Лада,4x4 2121 Нива,1984,"бензин, 1.6 л","73 л.с., налог",механика,4WD,белый,50 000,левый,1 поколение,0,20000
Лада,2109,2002,"бензин, 1.5 л","78 л.с., налог",механика,передний,черный,150 000,левый,"1 поколение, рестайлинг",1.5i MT Люкс,49999
Лада,2101,1978,"бензин, 1.3 л","64 л.с., налог",механика,задний,белый,55 000,левый,1 поколение,1.3 MT 21011,55000
Лада,Приора,2008,"бензин, 1.6 л","98 л.с., налог",механика,передний,черный,211 750,левый,1 поколение,0,240000
Лада,2106,1987,"бензин, 1.3 л","64 л.с., налог",механика,задний,голубой,300 000,левый,1 поколение,1.3 MT 21063,45000
Лада,4x4 2121 Нива,2020,"бензин, 1.7 л","83 л.с., налог",механика,4WD,серый,17 000,левый,"1 поколение, рестайлинг",1.7 MT Classic,739000
Лада,Гранта,2019,"бензин, 1.6 л","87 л.с., налог",механика,передний,серый,39 000,левый,"1 поколение, рестайлинг",1.6 MT Standart,530000
Лада,2115 Самара,2010,"бензин, 1.6 л","81 л.с., налог",механика,передний,зеленый,300 000,левый,1 поколение,0,140000
Лада,2107,2004,"бензин, 1.5 л","68 л.с., налог",механика,задний,зеленый,222 222,0,1 поколение,1.5 MT 2107-20,90000
Лада,Веста Кросс,2021,"бензин, 1.6 л","113 л.с., налог",вариатор,передний,красный,16 000,левый,1 поколение,1.6 CVT Black,1490000
Лада,Гранта,2019,"бензин, 1.6 л, ГБО","87 л.с., налог",механика,передний,белый,167 000,левый,"1 поколение, рестайлинг",1.6 MT Classic + пакет Optima,400000
Лада,2109,2001,"бензин, 1.5 л","78 л.с., налог",механика,передний,зеленый,145 000,левый,"1 поколение, рестайлинг",1.5i MT Люкс,67000
Лада,2106,2001,"бензин, 1.6 л","75 л.с., налог",механика,задний,синий,92 000,левый,1 поколение,1.6 MT 21065,75000
Лада,4x4 2121 Нива,1984,"бензин, 1.6 л",0,0,4WD,белый,350 000,правый,0,0,130000
Лада,2106,1997,"бензин, 1.6 л","75 л.с., налог",механика,задний,белый,45 000,левый,1 поколение,0,30000
Лада,2115 Самара,2006,"бензин, 1.5 л","76 л.с., налог",механика,передний,зеленый,140 000,левый,1 поколение,1.5i MT Базовая,117000
Лада,2107,2010,"бензин, 1.6 л","72 л.с., налог",механика,задний,серебристый,54 950,0,1 поколение,1.6 MT 21074-30-013 Стандарт,160000
Лада,Гранта,2021,"бензин, 1.6 л","90 л.с., налог",механика,передний,черный,29 000,левый,"1 поколение, рестайлинг",0,750000
Лада,2104,1986,"бензин, 1.5 л","71 л.с., налог",механика,задний,красный,200 000,левый,1 поколение,0,42000
Лада,2114 Самара,2006,"бензин, 1.5 л","77 л.с., налог",механика,передний,белый,25 000,левый,1 поколение,1.5 MT Базовая,135000
Лада,Приора,2017,"бензин, 1.6 л","87 л.с., налог",механика,передний,серебристый,108 000,левый,"1 поколение, рестайлинг",1.6 MT Стандарт 21702-40-050,495000
Лада,2114 Самара,2011,"бензин, 1.6 л","81 л.с., налог",механика,передний,0,54 000,левый,1 поколение,0,185000
Лада,2106,1977,"бензин, 1.5 л","72 л.с., налог",механика,задний,бежевый,40 637,левый,1 поколение,0,35000
Лада,Ларгус Кросс,2017,"бензин, 1.6 л","102 л.с., налог",механика,передний,коричневый,79 000,левый,1 поколение,1.6 MT Luxe 5 мест,829000
Лада,2110,2002,"бензин, 1.5 л","78 л.с., налог",механика,передний,серый,666 777,0,1 поколение,1.5i MT 21102,30000
Лада,2107,2010,"бензин, 1.6 л","72 л.с., налог",механика,задний,белый,105 000,0,1 поколение,1.6 MT 21074-30-011,200000
Лада,2107,2004,"бензин, 1.6 л","74 л.с., налог",механика,задний,синий,27 000,0,1 поколение,1.6 MT 21074-30-013,214000
Лада,2107,2007,"бензин, 1.6 л","74 л.с., налог",механика,задний,синий,140 000,0,1 поколение,0,95000
Лада,Приора,2011,"бензин, 1.6 л","98 л.с., налог",механика,передний,черный,200 000,левый,1 поколение,1.6 MT Люкс 21723-83-039,300000
Лада,2107,2006,"бензин, 1.6 л","74 л.с., налог",механика,задний,белый,777,0,1 поколение,1.6 MT 21074-40-015,140000
Лада,2115 Самара,2006,"бензин, 1.5 л","76 л.с., налог",механика,передний,серебристый,95 145,левый,1 поколение,1.5i MT Базовая,187000
Лада,2107,1997,"бензин, 1.5 л","71 л.с., налог",механика,задний,белый,80 000,0,1 поколение,1.5 MT4 2107 ,50000
Лада,2115 Самара,2006,"бензин, 1.5 л","76 л.с., налог",механика,передний,серебристый,170 000,левый,1 поколение,1.5i MT Базовая,80000
Лада,2114 Самара,2004,"бензин, 1.5 л","77 л.с., налог",механика,передний,серебристый,250 000,левый,1 поколение,1.5 MT Базовая,40000
Лада,4x4 2131 Нива,2014,"бензин, 1.7 л","83 л.с., налог",механика,4WD,серебристый,180 000,левый,1 поколение,1.7 MT Стандарт,465000
Лада,2114 Самара,2004,"бензин, 1.5 л","77 л.с., налог",механика,передний,серебристый,230 000,левый,1 поколение,1.5 MT Базовая,70000
Лада,2112,2007,"бензин, 1.6 л","89 л.с., налог",механика,передний,черный,230,левый,1 поколение,1.6 MT Базовая 5-дв. 21124,55000
Лада,2114 Самара,2006,"бензин, 1.5 л","77 л.с., налог",механика,передний,зеленый,111 111,левый,1 поколение,1.5 MT Базовая,50000
Лада,4x4 Урбан,2017,"бензин, 1.7 л","83 л.с., налог",механика,4WD,коричневый,49 000,левый,1 поколение,0,700000
Лада,2114 Самара,2006,"бензин, 1.5 л","77 л.с., налог",механика,передний,черный,130 000,левый,1 поколение,1.5 MT Базовая,120000
Лада,2115 Самара,2003,"бензин, 1.5 л","76 л.с., налог",механика,передний,серебристый,235 200,левый,1 поколение,1.5i MT Базовая,90000
Лада,2114 Самара,2006,"бензин, 1.5 л","77 л.с., налог",механика,передний,черный,195 000,левый,1 поколение,1.5 MT Базовая,70000
Лада,Приора,2009,"бензин, 1.6 л","98 л.с., налог",механика,передний,зеленый,150 000,левый,1 поколение,1.6 MT Люкс 21703-02-018,165000
Лада,2109,2004,"бензин, 1.5 л","72 л.с., налог",механика,передний,серебристый,150 000,левый,"1 поколение, рестайлинг",1.5i MT Норма,70000
Лада,Приора,2011,"бензин, 1.6 л","87 л.с., налог",механика,передний,черный,182 000,левый,1 поколение,1.6 МТ Стандарт 21702-20-040,260000
Лада,2115 Самара,2001,"бензин, 1.5 л","76 л.с., налог",механика,передний,серебристый,238 000,левый,1 поколение,1.5i MT Базовая,85000
Лада,2109,2002,"бензин, 1.5 л","78 л.с., налог",механика,передний,серый,147 668,левый,"1 поколение, рестайлинг",1.5i MT Стандарт,85000
Лада,Веста Спорт,2019,"бензин, 1.8 л","145 л.с., налог",механика,передний,белый,76 000,0,1 поколение,1.8 MT Luxe + пакет Multimedia,950000
Лада,Приора,2010,"бензин, 1.6 л","98 л.с., налог",механика,передний,белый,78 000,левый,1 поколение,1.6 MT Люкс 21723-83-039,299000
Лада,4x4 2121 Нива,1997,"бензин, 1.7 л","79 л.с., налог",механика,4WD,белый,126 159,левый,1 поколение,1.7 MT,170000
Лада,Ларгус,2013,"бензин, 1.6 л","84 л.с., налог",механика,передний,0,58 200,левый,1 поколение,0,600000
Лада,2115 Самара,2004,"бензин, 1.5 л","76 л.с., налог",механика,передний,0,150 000,левый,1 поколение,1.5i MT Базовая,62000
Лада,Гранта,2017,"бензин, 1.6 л","87 л.с., налог",механика,передний,белый,63 000,левый,1 поколение,1.6 MT Standard,555000
Лада,Ларгус,2014,"бензин, 1.6 л","84 л.с., налог",механика,передний,синий,151 000,левый,1 поколение,1.6 MT Norma 5 мест,555000
Лада,Гранта,2021,"бензин, 1.6 л, ГБО","87 л.с., налог",механика,передний,белый,19 500,левый,"1 поколение, рестайлинг",0,770000
Лада,2105,1996,"бензин, 1.5 л","71 л.с., налог",механика,задний,бежевый,22 000,0,1 поколение,0,40000
Лада,Приора,2015,"бензин, 1.6 л","98 л.с., налог",механика,передний,черный,73 928,левый,"1 поколение, рестайлинг",1.6 MT Норма 21703-32-054,590000
Лада,4x4 2121 Нива,2021,"бензин, 1.7 л","83 л.с., налог",механика,4WD,черный,13 000,левый,"1 поколение, рестайлинг",1.7 MT Luxe+Кондиционер,900000
Лада,2111,2001,"бензин, 1.5 л","72 л.с., налог",механика,передний,красный,41 300,левый,1 поколение,0,200000
Лада,4x4 2121 Нива,2001,"бензин, 1.7 л","79 л.с., налог",механика,4WD,белый,115 000,левый,1 поколение,0,150000
Лада,Калина,2012,"бензин, 1.6 л","81 л.с., налог",механика,передний,красный,60,0,1 поколение,0,320000
Лада,2107,2010,"бензин, 1.6 л","72 л.с., налог",механика,задний,зеленый,86 000,0,1 поколение,0,115000
Лада,Приора,2014,"бензин, 1.6 л","106 л.с., налог",механика,передний,черный,93 373,левый,"1 поколение, рестайлинг",0,440000
Лада,Калина,2010,"бензин, 1.6 л","98 л.с., налог",механика,передний,серый,144 000,0,1 поколение,1.6 MT 11186-33-046 Люкс,190000
Лада,2105,2010,"бензин, 1.5 л","71 л.с., налог",механика,задний,черный,55 000,0,1 поколение,1.5 MT5 21053-20,280000
Лада,2114 Самара,2013,"бензин, 1.6 л","81 л.с., налог",механика,передний,коричневый,146 000,левый,1 поколение,1.6 MT 21144-40-021,195000
Лада,2104,1990,"бензин, 1.3 л","64 л.с., налог",механика,задний,бежевый,374 000,левый,1 поколение,1.3 MT 2104,80000
Лада,2105,2010,"бензин, 1.6 л","72 л.с., налог",механика,задний,серебристый,73 000,0,1 поколение,1.6 MT 21054-30,90000
Лада,Приора,2010,"бензин, 1.6 л","98 л.с., налог",механика,передний,черный,170 000,левый,1 поколение,1.6 MT Люкс 21703-02-018,125000
